flag,id,prefix,question_text,answer_text,unit_text
missing_answer,QA4163,QA,"A train travels in a straight line and comes to a complete stop after 20 seconds, from the moment it started braking. During that time, the train traveled 12 meters. Find the initial speed and acceleration.",,
missing_answer,QA4171,QA,"A spring-mass system, consisting of a light spring with a stiffness of 2 N/cm and a small mass of 500 g, is hung vertically. From its equilibrium position, the mass is lifted vertically upwards and held stationary by an upward force f = 3.2 N. At time t=0, a velocity of 32√3 cm/s is imparted to the mass, vertically downwards, causing the system to undergo simple harmonic motion. Choose the vertical Ox coordinate axis pointing upwards, with its origin O at the mass's equilibrium position. What are the amplitude and initial phase of the oscillation, respectively?",,
missing_answer,QA4173,QA,"Given the equation of motion of a particle: x = 28 - 6t (km).
A/ Determine the initial velocity (Vo) and the velocity (V).
B/ Determine the position and the distance traveled by the particle at t = 4h.
C/ Calculate the distance traveled by the particle after 2 hours from the moment it began moving.",,
missing_answer,QA4174,QA,"A vertical spring pendulum. When the object is at its equilibrium position, the spring is stretched by 6cm. The object is then set into simple harmonic motion, and the time the spring is stretched during one period is 2T/3. What is the maximum elongation of the spring during the oscillation?",,
missing_answer,QA4182,QA,"Two vehicles depart simultaneously from two positions A and B, 60km apart. They move uniformly in the same direction, from A towards B. The first vehicle starts from A with a velocity V1 = 80km/h. The second vehicle starts from B with a velocity V2 = 20km/h.
A/ Establish the equations of motion for both vehicles.
B/ Find the position of both vehicles after 1 hour of travel.",,
missing_answer,QA4280,QA,"Car 1 starts from A at 7:00 AM and travels along the road segment AB with speed v1. At 7:30 AM, another car (Car 2) also departs from A and travels towards B with speed v2 = 40 km/h. Both cars arrive at B at 9:30 AM.
a) Calculate the distance each car has traveled.
b) Calculate the speed v1 of the first car.",,
missing_answer,QA4393,QA,"At 6:00 AM, two vehicles simultaneously depart from point A towards point B, with constant speeds of 20 km/h and 30 km/h respectively. After the first two vehicles have traveled for 15 minutes, a third vehicle departs from A, chasing them with a speed of V3. When the third vehicle catches up to the first vehicle at point C, it increases its speed by an additional 5 km/h and then catches up to the second vehicle at point D. Given that the distance CD = 52.5 km, and the third vehicle arrives at point B 5 minutes earlier than the second vehicle. Find the total length of the road AB.",,
missing_answer,QA4395,QA,"Consider two point charges, q₁ = 2 × 10⁻⁷ C and q₂ = −3 × 10⁻⁷ C, placed at points A and B, respectively, in a vacuum, separated by 5 cm.
Determine the net electric force acting on a third charge q₀ = −2 × 10⁻⁷ C in the following two cases:
a/ q₀ is placed at point C, with CA = 2 cm and CB = 3 cm.
b/ q₀ is placed at point D, with DA = 2 cm and DB = 7 cm.",,
missing_answer,QA4447,QA,"Here are a few ways to translate ""Giải hộ e bài 10 với ạ"" depending on the exact nuance you want to convey:
**Most common and natural translations:**
1. **""Could you help me with exercise 10, please?""** (This is a very common and polite way to ask for help with a specific problem.)
2. **""Can you help me solve exercise 10, please?""** (More explicit about solving.)
3. **""Could you please explain/work out problem 10 for me?""** (Offers ""explain"" or ""work out"" which are good alternatives for ""giải."")
**Slightly more direct options:**
* ""Please help me solve exercise 10.""
* ""Solve exercise 10 for me, please."" (This can sound a little more demanding without ""could you,"" but ""please"" softens it.)
**Explanation of terms:**
* **Giải (Giải hộ):** To solve, to explain, to work out. ""Hộ"" adds the nuance of doing it *for someone* or *helping someone do it*.
* **e (em):** A polite way for a younger person to refer to themselves, or between peers. It translates to ""me"" or ""I"" in this context.
* **bài 10:** Exercise 10, Problem 10, Question 10. ""Bài"" can mean lesson, exercise, problem, etc., but in this context, ""exercise"" or ""problem"" is most likely.
* **với ạ:** Both are politeness particles that make the request softer and more polite. They translate well to ""please"" or by using polite structures like ""Could you..."" or ""Can you...""",,
missing_answer,QA4471,QA,A car moving with uniform acceleration travels 0.5 meters in the last 5 seconds before coming to a complete stop. Calculate its acceleration.,,
missing_answer,QA4483,QA,A car moving with constant acceleration travels 0.5 meters in the final 2 seconds before coming to a complete stop. Calculate the acceleration.,,
missing_answer,QA4485,QA,"Given two flat metal plates of length l = 5 cm, placed horizontally and parallel to each other, separated by a distance d = 2 cm. The potential difference between the two plates is 910V. An electron flies horizontally into the space between the two plates with an initial velocity v0 = 5 x 10^7 m/s. It is known that the electron exits the electric field. Neglect the effect of gravity. Given me = 9.1 x 10^-31 kg.
a/ Write the equation of the electron's trajectory in the electric field.
b/ Calculate the time the electron spends in the electric field. Calculate its velocity at the point where it exits the electric field.
c/ Calculate the vertical displacement of the electron from its initial horizontal path when it exits the electric field.",,
missing_answer,QA4505,QA,"This is an informal request, common in online forums, social media, or chat groups. Here are several ways to translate it, ranging from more literal to more natural English:
1. **""Please help with question 2, everyone!""** (More direct)
2. **""Hey everyone, please help with question 2!""** (Captures the ""ơi"" particle well)
3. **""Guys, can you help with question 2?""** (Very common and informal)
4. **""Can anyone help me with question 2?""** (Focuses on the need for assistance from the group)
5. **""Help me with question 2, guys!""** (Slightly more informal, but common)
The Vietnamese ""mng"" is an abbreviation for ""mọi người"" (everyone/people), and ""ơi"" is a common particle used to call out or address someone/a group.",,
missing_answer,QA4531,QA,"a) Determine the heat of vaporization of water.
Equipment: water (with known specific heat capacity, c_n), heating vessel/container (with known specific heat capacity, c_2), electric stove, thermometer, stopwatch/timer, balance/scale, set of weights.
b) If, in the above experiment, a balance cannot be used, how can one approximately estimate the value of the heat of vaporization?",,
missing_answer,QA4537,QA,"An object is dropped from rest, with g = 10 m/s². After some time, the object hits the ground. The distance the object falls in the last 1 second is twice the distance it falls in the second immediately preceding it. From what height was the object dropped?",,
missing_answer,QA4599,QA,What are the characteristics of the current and voltage in a circuit with two light bulbs connected in parallel?,,
missing_answer,QA4604,QA,A motorboat travels at a speed of 25 km/h on a 120 km stretch of river. It is known that the time taken to travel upstream is 120 minutes longer than the time taken to travel downstream. Calculate the speed of the current in km/h.,,
missing_answer,QA4609,QA,"A rower paddles on a river 60 km long. While going, he encounters a patch of floating weeds on the river with a speed of 5 km/h. After reaching the destination, he returns to the starting point, and his total rowing time is 3 hours 30 minutes. Calculate the speed of the boat in km/h.",,
missing_answer,QA4690,QA,"Two cars are moving uniformly on a straight line. If they move in opposite directions, the distance between them decreases by 30 km every 20 minutes. If they move in the same direction, the distance between them decreases by 10 km after every 10 minutes. Calculate the speed of each car.",,
missing_answer,QA4700,QA,"There are two small, electrically neutral spheres placed in an air environment, separated by 40 cm. Assume 4 * 10^12 electrons move from one sphere to the other. Will the two spheres attract or repel each other then? Calculate the magnitude of that interaction force. Given that the charge of an electron is -1.6 * 10^-19 C.",,
missing_answer,QA4715,QA,"A car travels from City A to City B.
For the first 1/4 of the total travel time, the car travels at 50 km/h.
For the middle 1/2 of the total travel time, the car travels at 40 km/h.
For the final 1/4 of the total travel time, the car travels at 20 km/h.
What is the car's average speed?",,
missing_answer,QA4741,QA,"Given two electric charges:
q1 = -4 * 10^-5 C
q2 = 4 * 10^-5 C
These charges are respectively placed at points A and B in a vacuum, separated by 40 cm. (Assume the relative permittivity $\epsilon_r = 1$).
Determine the resultant electric force vector exerted by q1 and q2 on a third charge q3 = 2 * 10^-6 C, when q3 is placed at the following locations:
a/ Point M, the midpoint of AB.
b/ Point N, located such that it is 20 cm from A and 60 cm from B.
c/ Point C, which lies on the perpendicular bisector of AB, at a distance of 20 cm from the line segment AB (or from the midpoint of AB).",,
